	Feature	LogRatio
70	stapSX at 5'	0.021530032170820744
71	stapSX at 5'	-0.34943146219060717
72	stapSX at 5'	-0.1320879931299028
73	stapSX at 5'	-0.051504419077590936
74	stapSX at 5'	-0.30235204990227654
75	stapSX at 5'	-0.3781959504762803
76	stapSX at 5'	0.09417819804860644
77	stapSX at 5'	0.38712023170057347
78	stapSX at 5'	-0.1032369956123548
79	stapSX at 5'	1.0859146287065933
80	stapSX at 5'	0.7888927058767663
81	stapSX at 5'	0.27549196669147624
82	stapSX at 3'	0.25409005404588497
83	stapSX at 3'	-0.34746198589343197
84	stapSX at 3'	0.14280640519806684
85	stapSX at 3'	0.4297806348944933
86	stapSX at 3'	0.07908818702656265
87	stapSX at 3'	0.6124262609324179
88	stapSX at 3'	0.41126640294871536
89	stapSX at 3'	0.18572888299558457
90	stapSX at 3'	0.22651862774984144
91	stapSX at 3'	0.5825951890815387
92	stapEND at 5'	1.0503281174069814
93	stapEND at 5'	0.09030755964281505
94	stapEND at 5'	0.39005617638163687
95	stapEND at 5'	-0.09370039266938138
96	stapEND at 5'	0.2932183224098199
97	stapEND at 5'	-0.17043809995141582
98	stapEND at 5'	1.0533720878543777
99	stapEND at 5'	0.8672710189654481
100	stapEND at 5'	0.5198664668340522
101	stapEND at 5'	1.1040998094300947
102	stapEND at 5'	0.4351352709966199
103	stapEND at 5'	0.6713149102232779
104	stapEND at 5'	0.3944631663995297
105	stapEND at 5'	0.9577503679783448
106	stapEND at 5'	0.3312469791081867
107	stapEND at 3'	-0.1365783630039933
108	stapEND at 3'	0.1722478447225356
109	stapEND at 3'	0.17820282149038658
110	stapEND at 3'	0.4811583942254243
111	stapEND at 3'	0.3304396249806104
112	stapEND at 3'	-0.09325254137147221
113	stapEND at 3'	0.1182878488649377
114	stapEND at 3'	0.04636399727007835
115	stapEND at 3'	0.08514419302130141
116	stapEND at 3'	0.19364295649142743
117	stapEND at 3'	0.3107708798555646
118	stapEND at 3'	-0.05309880644702735
119	stapEND at 3'	0.9580351049771197
120	stapEND at 3'	0.5074020575720158
121	stapEND at 3'	0.4202378104757414
122	stapEND at 3'	0.06472532963665503
123	stapSXEND at 5'	0.1761288570543815
124	stapSXEND at 5'	0.5721236223673662
125	stapSXEND at 5'	0.6143838710472878
126	stapSXEND at 5'	0.5193499256642289
127	stapSXEND at 5'	-0.7324028481360652
128	stapSXEND at 5'	0.23466789204641994
129	stapSXEND at 5'	0.6266165865399197
130	stapSXEND at 5'	0.2921521723709173
131	stapSXEND at 5'	0.4294997796013362
132	stapSXEND at 5'	0.323274087065358
133	stapSXEND at 5'	0.15811839099555375
134	stapSXEND at 5'	0.2737675721449446
135	stapSXEND at 5'	-0.1363241321841937
136	stapSXEND at 5'	0.4758378172701032
137	stapSXEND at 5'	0.12209115372641591
138	stapSXEND at 5'	0.2417159944479993
139	stapSXEND at 3'	0.15287049042889922
140	stapSXEND at 3'	0.15723837308845154
141	stapSXEND at 3'	0.05851780383261523
142	stapSXEND at 3'	0.06058427016392285
143	stapSXEND at 3'	0.3898074438199054
144	stapSXEND at 3'	0.16916919636684327
145	stapSXEND at 3'	0.055108387629499905
146	stapSXEND at 3'	-0.03459825282350016
147	stapSXEND at 3'	0.17925331629786276
148	stapSXEND at 3'	0.5003587577383805
149	vertex at 5'	0.7390872275440014
150	vertex at 5'	0.6418640623832106
151	vertex at 5'	-0.03119352018294389
152	vertex at 5'	0.6344045475087905
153	vertex at 5'	0.3046900824763664
154	vertex at 5'	0.7240859708439926
155	vertex at 5'	0.7470158414581494
156	vertex at 5'	0.841012882926598
157	vertex at 5'	0.8214180295570717
158	vertex at 5'	-0.022729898350977384
159	vertex at 5'	0.3650454024728002
160	vertex at 5'	0.5816873707941422
161	vertex at 5'	0.38878211470828744
162	vertex at 5'	0.4900670933438697
163	vertex at 5'	0.2850679771343648
164	vertex at 5'	0.9460423553750256
165	vertex at 5'	0.25575774662298534
166	vertex at 5'	0.4983743125449988
167	vertex at 5'	0.2906137553698049
168	vertex at 5'	0.011201135025723967
169	vertex at 5'	0.3740549341319239
170	vertex at 5'	-0.13197042293855737
171	vertex at 5'	1.023345935021456
172	vertex at 5'	0.9028820911015287
173	vertex at 5'	0.31829454151231834
174	vertex at 5'	0.639616816715302
175	vertex at 5'	0.8378908794234845
176	vertex at 5'	0.9395851471651779
177	vertex at 3'	0.03794973902519055
178	vertex at 3'	0.32136857069714314
179	vertex at 3'	0.31044850482417863
180	vertex at 3'	0.34659190015031094
181	vertex at 3'	0.5317131676971787
182	vertex at 3'	0.21220300519056573
183	vertex at 3'	0.2496249029961034
184	vertex at 3'	-0.04565718002046638
185	vertex at 3'	0.41163830569692783
186	vertex at 3'	0.6039387014613182
187	vertex at 3'	0.5980011348510949
188	vertex at 3'	0.554672876033779
189	vertex at 3'	0.42632456554241527
190	vertex at 3'	0.8529743828305242
191	vertex at 3'	0.5116225975805748
192	vertex at 3'	0.4584359647570941
193	vertex at 3'	0.9468521361985637
194	vertex at 3'	0.5299839259553042
195	vertex at 3'	0.8887625410690884
196	vertex at 3'	0.7791939747306587
197	vertex at 3'	0.9630791606418272
198	vertex at 3'	0.18517091690759968
199	vertex at 3'	0.627064333894077
200	vertex at 3'	0.3494163018682105
201	vertex at 3'	0.32083596430874467
